OBJECT_ID,OBJECT_NAME,NORAD_CAT_ID,COUNTRY,PERIOD,INCLINATION,APOGEE,PERIGEE,RCS_SIZE,RCSVALUE,LAUNCH,COMMENT
"2021-040AR","STARLINK-2659","48467","US","95.59","53.06","548","547","LARGE","0","2021-05-09",""
"2021-040AQ","STARLINK-2687","48466","US","95.59","53.06","548","547","LARGE","0","2021-05-09",""
"2021-040AP","STARLINK-2681","48465","US","95.59","53.05","548","547","LARGE","0","2021-05-09",""
"2021-040AN","STARLINK-2686","48464","US","95.59","53.06","547","547","LARGE","0","2021-05-09",""
"2021-040AM","STARLINK-2689","48463","US","95.59","53.06","548","546","LARGE","0","2021-05-09",""
"2021-040AL","STARLINK-2683","48462","US","95.59","53.05","548","547","LARGE","0","2021-05-09",""
"2021-040AK","STARLINK-2693","48461","US","95.59","53.05","548","546","LARGE","0","2021-05-09",""
"2021-040AJ","STARLINK-2582","48460","US","95.59","53.05","548","547","LARGE","0","2021-05-09",""
"2021-040AH","STARLINK-2579","48459","US","95.59","53.05","548","547","LARGE","0","2021-05-09",""
"2021-040AG","STARLINK-2698","48458","US","95.59","53.05","548","546","LARGE","0","2021-05-09",""
"2021-040AE","STARLINK-2508","48456","US","95.59","53.05","548","546","LARGE","0","2021-05-09",""
"2021-040AD","STARLINK-2497","48455","US","95.59","53.05","548","546","LARGE","0","2021-05-09",""
"2021-040AC","STARLINK-2654","48454","US","95.59","53.06","548","546","LARGE","0","2021-05-09",""
"2021-040AB","STARLINK-2620","48453","US","95.59","53.05","548","546","LARGE","0","2021-05-09",""
"2021-040AA","STARLINK-2703","48452","US","95.59","53.06","548","546","LARGE","0","2021-05-09",""
"2021-040Z","STARLINK-2652","48451","US","95.59","53.05","548","546","LARGE","0","2021-05-09",""
"2021-040Y","STARLINK-2660","48450","US","95.59","53.06","548","546","LARGE","0","2021-05-09",""
"2021-040X","STARLINK-2655","48449","US","95.59","53.06","548","546","LARGE","0","2021-05-09",""
"2021-040W","STARLINK-2632","48448","US","95.59","53.05","548","547","LARGE","0","2021-05-09",""
"2021-040V","STARLINK-2269","48447","US","95.59","53.06","548","546","LARGE","0","2021-05-09",""
"2021-040U","STARLINK-2247","48446","US","95.59","53.05","548","546","LARGE","0","2021-05-09",""
"2021-040T","STARLINK-2634","48445","US","95.59","53.05","548","546","LARGE","0","2021-05-09",""
"2021-040S","STARLINK-2645","48444","US","95.59","53.05","548","546","LARGE","0","2021-05-09",""
"2021-040R","STARLINK-2663","48443","US","95.59","53.05","548","546","LARGE","0","2021-05-09",""
"2021-040Q","STARLINK-2644","48442","US","95.59","53.05","548","546","LARGE","0","2021-05-09",""
"2021-040P","STARLINK-2702","48441","US","95.59","53.06","548","546","LARGE","0","2021-05-09",""
"2021-040N","STARLINK-2682","48440","US","95.59","53.05","548","546","LARGE","0","2021-05-09",""
"2021-040M","STARLINK-2583","48439","US","95.59","53.06","548","546","LARGE","0","2021-05-09",""
"2021-040L","STARLINK-2640","48438","US","95.59","53.05","548","546","LARGE","0","2021-05-09",""
"2021-040K","STARLINK-2642","48437","US","95.70","53.05","553","552","MEDIUM","0","2021-05-09",""
"2021-040J","STARLINK-2639","48436","US","95.59","53.05","548","546","LARGE","0","2021-05-09",""
"2021-040H","STARLINK-2633","48435","US","95.70","53.05","553","551","LARGE","0","2021-05-09",""
"2021-040G","STARLINK-2692","48434","US","95.23","53.05","531","528","LARGE","0","2021-05-09",""
"2021-040F","STARLINK-2699","48433","US","94.21","53.04","482","479","LARGE","0","2021-05-09",""
"2021-040E","STARLINK-2680","48432","US","92.77","53.04","411","409","LARGE","0","2021-05-09",""
"2021-040D","STARLINK-2700","48431","US","94.17","53.04","479","477","LARGE","0","2021-05-09",""
"2021-040C","STARLINK-2729","48430","US","95.24","53.05","532","529","LARGE","0","2021-05-09",""
"2021-040B","STARLINK-2749","48429","US","95.38","53.04","538","536","LARGE","0","2021-05-09",""
"2021-040A","STARLINK-2461","48428","US","95.59","53.05","548","547","LARGE","0","2021-05-09",""
"2021-039E","CZ-2C R/B","48427","PRC","95.30","34.99","598","468","LARGE","0","2021-05-06",""
"2021-039D","TIANQI-12","48426","PRC","96.55","35.01","597","590","MEDIUM","0","2021-05-06",""
"2021-039C","YAOGAN-30 Z","48425","PRC","96.64","35.00","601","595","LARGE","0","2021-05-06",""
"2021-039B","YAOGAN-30 Y","48424","PRC","96.64","35.00","602","594","LARGE","0","2021-05-06",""
"2021-039A","YAOGAN-30 X","48423","PRC","96.64","35.00","602","594","LARGE","0","2021-05-06",""
"2007-044E","ARIANE 5 DEB","48422","FR","631.47","4.55","35563","444","MEDIUM","0","2007-10-05",""
"1996-040E","ARIANE 44L+3 DEB","48421","FR","570.86","7.04","32389","445","MEDIUM","0","1996-07-09",""
"1993-036BYN","COSMOS 2251 DEB","48420","CIS","98.77","74.05","712","688","SMALL","0","1993-06-16",""
"1991-075Q","ARIANE 44L DEB","48419","FR","441.47","7.06","25216","439","MEDIUM","0","1991-10-29",""
"1996-022C","ARIANE 42P+3 DEB","48418","FR","460.81","6.36","26341","428","MEDIUM","0","1996-04-20",""
"1990-045J","SL-12 DEB","48417","CIS","304.63","65.03","16819","419","MEDIUM","0","1990-05-19",""
"2021-038BM","STARLINK-2581","48412","US","91.56","53.05","354","348","LARGE","0","2021-05-04",""
"2021-038BL","STARLINK-2505","48411","US","91.53","53.05","353","347","LARGE","0","2021-05-04",""
"2021-038BK","STARLINK-2563","48410","US","91.53","53.05","353","347","LARGE","0","2021-05-04",""
"2021-038BJ","STARLINK-2596","48409","US","95.59","53.06","549","546","LARGE","0","2021-05-04",""
"2021-038BH","STARLINK-2592","48408","US","95.59","53.05","549","546","LARGE","0","2021-05-04",""
"2021-038BG","STARLINK-2595","48407","US","95.59","53.05","548","546","LARGE","0","2021-05-04",""
"2021-038BF","STARLINK-2568","48406","US","95.59","53.06","549","546","LARGE","0","2021-05-04",""
"2021-038BE","STARLINK-2570","48405","US","95.59","53.06","548","546","LARGE","0","2021-05-04",""
"2021-038BD","STARLINK-2593","48404","US","95.59","53.06","548","546","LARGE","0","2021-05-04",""
"2021-038BC","STARLINK-2561","48403","US","95.59","53.06","549","546","LARGE","0","2021-05-04",""
"2021-038BB","STARLINK-2560","48402","US","95.59","53.06","549","546","LARGE","0","2021-05-04",""
"2021-038BA","STARLINK-2571","48401","US","95.59","53.06","548","546","LARGE","0","2021-05-04",""
"2021-038AZ","STARLINK-2576","48400","US","95.59","53.06","549","546","LARGE","0","2021-05-04",""
"2021-038AY","STARLINK-2587","48399","US","95.59","53.06","549","546","LARGE","0","2021-05-04",""
"2021-038AX","STARLINK-2588","48398","US","95.59","53.06","548","546","LARGE","0","2021-05-04",""
"2021-038AW","STARLINK-2590","48397","US","95.59","53.06","549","546","LARGE","0","2021-05-04",""
"2021-038AV","STARLINK-2575","48396","US","95.59","53.05","548","546","LARGE","0","2021-05-04",""
"2021-038AU","STARLINK-2574","48395","US","95.59","53.06","548","546","LARGE","0","2021-05-04",""
"2021-038AT","STARLINK-2573","48394","US","95.59","53.06","549","546","LARGE","0","2021-05-04",""
"2021-038AS","STARLINK-2602","48393","US","95.59","53.06","549","546","LARGE","0","2021-05-04",""
"2021-038AR","STARLINK-2605","48392","US","95.59","53.06","549","546","LARGE","0","2021-05-04",""
"2021-038AQ","STARLINK-2607","48391","US","95.59","53.06","549","546","LARGE","0","2021-05-04",""
"2021-038AP","STARLINK-2586","48390","US","95.59","53.06","549","546","LARGE","0","2021-05-04",""
"2021-038AN","STARLINK-1904","48389","US","95.59","53.05","548","546","LARGE","0","2021-05-04",""
"2021-038AM","STARLINK-2594","48388","US","95.59","53.06","549","546","LARGE","0","2021-05-04",""
"2021-038AL","STARLINK-2600","48387","US","95.59","53.06","548","546","LARGE","0","2021-05-04",""
"2021-038AK","STARLINK-2606","48386","US","95.59","53.06","549","546","LARGE","0","2021-05-04",""
"2021-038AJ","STARLINK-2598","48385","US","95.59","53.06","549","546","LARGE","0","2021-05-04",""
"2021-038AH","STARLINK-2601","48384","US","95.59","53.05","548","546","LARGE","0","2021-05-04",""
"2021-038AG","STARLINK-2599","48383","US","95.59","53.05","549","546","LARGE","0","2021-05-04",""
"2021-038AF","STARLINK-2585","48382","US","95.59","53.06","548","546","LARGE","0","2021-05-04",""
"2021-038AE","STARLINK-2630","48381","US","95.59","53.06","549","546","LARGE","0","2021-05-04",""
"2021-038AD","STARLINK-2614","48380","US","95.59","53.06","548","546","LARGE","0","2021-05-04",""
"2021-038AC","STARLINK-2612","48379","US","95.59","53.06","548","546","LARGE","0","2021-05-04",""
"2021-038AB","STARLINK-2526","48378","US","95.59","53.06","548","546","LARGE","0","2021-05-04",""
"2021-038AA","STARLINK-2499","48377","US","95.59","53.06","549","546","LARGE","0","2021-05-04",""
"2021-038Z","STARLINK-2610","48376","US","95.59","53.06","548","546","LARGE","0","2021-05-04",""
"2021-038Y","STARLINK-2603","48375","US","95.59","53.06","549","546","LARGE","0","2021-05-04",""
"2021-038X","STARLINK-2604","48374","US","95.59","53.06","548","546","LARGE","0","2021-05-04",""
"2021-038W","STARLINK-2609","48373","US","95.59","53.06","549","546","LARGE","0","2021-05-04",""
"2021-038V","STARLINK-2572","48372","US","95.59","53.06","548","546","MEDIUM","0","2021-05-04",""
"2021-038U","STARLINK-2589","48371","US","95.59","53.06","549","546","LARGE","0","2021-05-04",""
"2021-038T","STARLINK-2621","48370","US","95.59","53.06","549","546","LARGE","0","2021-05-04",""
"2021-038S","STARLINK-2641","48369","US","95.59","53.05","548","546","LARGE","0","2021-05-04",""
"2021-038R","STARLINK-2623","48368","US","95.59","53.05","549","546","LARGE","0","2021-05-04",""
"2021-038Q","STARLINK-2643","48367","US","95.59","53.06","549","546","LARGE","0","2021-05-04",""
"2021-038P","STARLINK-2631","48366","US","95.59","53.06","549","546","LARGE","0","2021-05-04",""
"2021-038N","STARLINK-2608","48365","US","95.59","53.06","549","546","MEDIUM","0","2021-05-04",""
"2021-038M","STARLINK-2611","48364","US","95.59","53.06","549","546","LARGE","0","2021-05-04",""
"2021-038L","STARLINK-2626","48363","US","95.59","53.06","548","546","LARGE","0","2021-05-04",""
"2021-038K","STARLINK-2578","48362","US","95.70","53.05","554","551","LARGE","0","2021-05-04",""
"2021-038J","STARLINK-2591","48361","US","95.59","53.05","548","546","LARGE","0","2021-05-04",""
"2021-038H","STARLINK-2622","48360","US","95.59","53.05","549","546","LARGE","0","2021-05-04",""
"2021-038G","STARLINK-2628","48359","US","95.59","53.06","549","546","LARGE","0","2021-05-04",""
"2021-038F","STARLINK-2624","48358","US","95.59","53.05","549","546","LARGE","0","2021-05-04",""
"2021-038E","STARLINK-2636","48357","US","95.59","53.06","549","546","LARGE","0","2021-05-04",""
"2021-038D","STARLINK-2637","48356","US","95.59","53.07","548","546","LARGE","0","2021-05-04",""
"2021-038C","STARLINK-2635","48355","US","95.59","53.06","549","546","LARGE","0","2021-05-04",""
"2021-038B","STARLINK-2674","48354","US","95.59","53.06","549","546","LARGE","0","2021-05-04",""
"2021-038A","STARLINK-2613","48353","US","95.59","53.06","549","546","LARGE","0","2021-05-04",""
"1991-003U","ARIANE 44LP DEB","48352","FR","435.72","6.62","24863","457","MEDIUM","0","1991-01-15",""
"1988-109X","ARIANE 44LP DEB","48351","FR","572.45","7.61","32460","459","MEDIUM","0","1988-12-11",""
"1988-063K","ARIANE 3 DEB","48350","FR","207.63","7.22","10093","380","MEDIUM","0","1988-07-21",""
"1990-045H","SL-12 DEB","48349","CIS","278.84","65.22","14963","558","MEDIUM","0","1990-05-19",""
"1984-081H","ARIANE 3 DEB","48348","FR","690.97","8.04","38027","997","MEDIUM","0","1984-08-04",""
"1984-081G","ARIANE 3 DEB","48347","FR","692.08","5.19","37932","1148","MEDIUM","0","1984-08-04",""
"1983-105C","ARIANE 1 DEB","48346","ESA","363.31","8.49","20386","590","MEDIUM","0","1983-10-19",""
"1983-070M","COSMOS 1481 DEB","48345","CIS","721.40","64.94","39778","754","MEDIUM","0","1983-07-08",""
"1983-070L","COSMOS 1481 DEB","48344","CIS","684.46","69.47","34509","4189","MEDIUM","0","1983-07-08",""
"1981-057G","ARIANE 1 DEB","48343","ESA","508.27","10.38","28926","512","MEDIUM","0","1981-06-19",""
"2020-084B","DRAGON RESILIENCE DEB","48342","US","92.56","51.55","403","397","LARGE","0","2020-11-16",""
"2021-037B","CZ-4C R/B","48341","PRC","105.91","63.45","1099","976","LARGE","0","2021-04-30",""
"2021-037A","YAOGAN-34","48340","PRC","107.05","63.41","1105","1075","LARGE","0","2021-04-30",""
"2021-036BM","STARLINK-2441","48335","US","95.59","53.06","548","546","LARGE","0","2021-04-29",""
"2021-036BL","STARLINK-2470","48334","US","95.59","53.06","549","546","LARGE","0","2021-04-29",""
"2021-036BK","STARLINK-2518","48333","US","95.59","53.06","548","546","LARGE","0","2021-04-29",""
"2021-036BJ","STARLINK-2511","48332","US","95.59","53.06","549","546","LARGE","0","2021-04-29",""
"2021-036BH","STARLINK-2514","48331","US","95.59","53.06","548","546","LARGE","0","2021-04-29",""
"2021-036BG","STARLINK-2501","48330","US","95.59","53.06","548","546","LARGE","0","2021-04-29",""
"2021-036BF","STARLINK-2510","48329","US","95.59","53.06","549","546","LARGE","0","2021-04-29",""
"2021-036BE","STARLINK-2504","48328","US","95.59","53.06","549","546","LARGE","0","2021-04-29",""
"2021-036BD","STARLINK-2502","48327","US","95.59","53.05","548","546","LARGE","0","2021-04-29",""
"2021-036BC","STARLINK-2498","48326","US","95.59","53.05","549","546","LARGE","0","2021-04-29",""
"2021-036BB","STARLINK-2495","48325","US","95.59","53.06","549","546","LARGE","0","2021-04-29",""
"2021-036BA","STARLINK-2527","48324","US","95.59","53.06","548","546","LARGE","0","2021-04-29",""
"2021-036AZ","STARLINK-2515","48323","US","95.59","53.06","549","546","LARGE","0","2021-04-29",""
"2021-036AY","STARLINK-2477","48322","US","95.59","53.05","549","546","LARGE","0","2021-04-29",""
"2021-036AX","STARLINK-2457","48321","US","95.59","53.05","549","546","LARGE","0","2021-04-29",""
"2021-036AW","STARLINK-2029","48320","US","95.59","53.05","548","546","LARGE","0","2021-04-29",""
"2021-036AV","STARLINK-2512","48319","US","95.59","53.05","548","546","LARGE","0","2021-04-29",""
"2021-036AU","STARLINK-2509","48318","US","95.59","53.05","548","546","LARGE","0","2021-04-29",""
"2021-036AT","STARLINK-2513","48317","US","95.59","53.06","549","546","LARGE","0","2021-04-29",""
"2021-036AS","STARLINK-2507","48316","US","95.59","53.06","549","546","LARGE","0","2021-04-29",""
"2021-036AR","STARLINK-2506","48315","US","95.59","53.06","548","546","LARGE","0","2021-04-29",""
"2021-036AQ","STARLINK-2549","48314","US","95.59","53.06","548","546","LARGE","0","2021-04-29",""
"2021-036AP","STARLINK-2541","48313","US","95.59","53.06","549","546","LARGE","0","2021-04-29",""
"2021-036AN","STARLINK-2061","48312","US","95.59","53.06","549","546","LARGE","0","2021-04-29",""
"2021-036AM","STARLINK-2534","48311","US","95.59","53.06","548","546","LARGE","0","2021-04-29",""
"2021-036AL","STARLINK-2536","48310","US","95.59","53.05","548","546","LARGE","0","2021-04-29",""
"2021-036AK","STARLINK-2517","48309","US","95.59","53.06","548","546","LARGE","0","2021-04-29",""
"2021-036AJ","STARLINK-2532","48308","US","95.59","53.05","548","546","LARGE","0","2021-04-29",""
"2021-036AH","STARLINK-2528","48307","US","95.59","53.05","549","546","LARGE","0","2021-04-29",""
"2021-036AG","STARLINK-2523","48306","US","95.59","53.06","549","546","LARGE","0","2021-04-29",""
"2021-036AF","STARLINK-2519","48305","US","95.59","53.05","549","546","LARGE","0","2021-04-29",""
"2021-036AE","STARLINK-2524","48304","US","95.59","53.06","549","546","LARGE","0","2021-04-29",""
"2021-036AD","STARLINK-2530","48303","US","95.59","53.05","549","546","LARGE","0","2021-04-29",""
"2021-036AC","STARLINK-2556","48302","US","95.59","53.05","548","546","LARGE","0","2021-04-29",""
"2021-036AB","STARLINK-2537","48301","US","95.59","53.05","548","546","LARGE","0","2021-04-29",""
"2021-036AA","STARLINK-2538","48300","US","95.59","53.06","549","546","LARGE","0","2021-04-29",""
"2021-036Z","STARLINK-2557","48299","US","95.59","53.06","549","546","LARGE","0","2021-04-29",""
"2021-036Y","STARLINK-2559","48298","US","95.59","53.06","549","546","LARGE","0","2021-04-29",""
"2021-036X","STARLINK-2544","48297","US","95.59","53.06","549","546","LARGE","0","2021-04-29",""
"2021-036W","STARLINK-2546","48296","US","95.59","53.06","548","546","LARGE","0","2021-04-29",""
"2021-036V","STARLINK-2535","48295","US","95.59","53.06","549","546","LARGE","0","2021-04-29",""
"2021-036U","STARLINK-2533","48294","US","95.59","53.06","548","546","LARGE","0","2021-04-29",""
"2021-036T","STARLINK-2550","48293","US","95.59","53.05","549","546","LARGE","0","2021-04-29",""
"2021-036S","STARLINK-2542","48292","US","95.59","53.05","549","546","LARGE","0","2021-04-29",""
"2021-036R","STARLINK-2555","48291","US","95.59","53.05","549","546","MEDIUM","0","2021-04-29",""
"2021-036Q","STARLINK-2540","48290","US","95.59","53.05","549","546","LARGE","0","2021-04-29",""
"2021-036P","STARLINK-2545","48289","US","95.59","53.05","549","546","LARGE","0","2021-04-29",""
"2021-036N","STARLINK-2562","48288","US","95.59","53.06","548","546","LARGE","0","2021-04-29",""
"2021-036M","STARLINK-2566","48287","US","95.59","53.05","549","546","LARGE","0","2021-04-29",""
"2021-036L","STARLINK-2547","48286","US","95.59","53.05","549","546","LARGE","0","2021-04-29",""
"2021-036K","STARLINK-2548","48285","US","95.59","53.05","549","546","LARGE","0","2021-04-29",""
"2021-036J","STARLINK-2564","48284","US","95.59","53.05","549","546","LARGE","0","2021-04-29",""
"2021-036H","STARLINK-2516","48283","US","95.59","53.06","548","546","LARGE","0","2021-04-29",""
"2021-036G","STARLINK-2558","48282","US","95.59","53.06","549","546","LARGE","0","2021-04-29",""
"2021-036F","STARLINK-2520","48281","US","95.59","53.06","549","546","LARGE","0","2021-04-29",""
"2021-036E","STARLINK-2565","48280","US","95.59","53.05","549","546","LARGE","0","2021-04-29",""
"2021-036D","STARLINK-2580","48279","US","91.53","53.05","352","347","LARGE","0","2021-04-29",""
"2021-036C","STARLINK-2543","48278","US","91.53","53.05","352","347","LARGE","0","2021-04-29",""
"2021-036B","STARLINK-2569","48277","US","91.53","53.05","353","347","LARGE","0","2021-04-29",""
"2021-036A","STARLINK-2567","48276","US","94.02","53.05","472","470","LARGE","0","2021-04-29",""
"2021-035A","CSS (TIANHE-1)","48274","PRC","92.23","41.47","385","383","LARGE","0","2021-04-29",""
"2021-034F","LEMUR 2 SPECIAL K","48273","US","96.91","97.78","613","608","MEDIUM","0","2021-04-29",""
"2021-034E","NORSAT 3","48272","NOR","96.87","97.78","610","608","MEDIUM","0","2021-04-29",""
"2021-034D","TYVAK-182A","48271","IT","96.89","97.78","610","609","MEDIUM","0","2021-04-29",""
"2021-034C","AII-BRAVO","48270","LTU","96.92","97.78","614","609","SMALL","0","2021-04-29",""
"2021-034B","LEMUR 2 AMANDA-SVANTE","48269","US","96.91","97.78","613","608","SMALL","0","2021-04-29",""
"2021-034A","PNEO3","48268","FR","97.19","97.89","625","623","LARGE","0","2021-04-29",""
"1982-055BR","COSMOS 1375 DEB","48267","CIS","104.29","65.83","967","955","SMALL","0","1982-06-06",""
"1982-045E","COSMOS 1367 DEB","48266","CIS","711.83","64.50","38248","1813","MEDIUM","0","1982-05-20",""
"1981-123E","SL-6 DEB","48265","CIS","656.28","62.62","36418","857","SMALL","0","1981-12-23",""
"1981-031P","COSMOS 1261 DEB","48264","CIS","715.16","62.92","38216","2009","MEDIUM","0","1981-03-31",""
"1981-016M","COSMOS 1247 DEB","48263","CIS","732.92","66.65","38077","3022","MEDIUM","0","1981-02-19",""
"1980-063F","SL-6 DEB *","48262","CIS","702.14","62.62","38363","1217","LARGE","0","1980-07-18",""
"1980-063E","SL-6 DEB *","48261","CIS","680.96","62.54","37442","1081","LARGE","0","1980-07-18",""
"1979-104AL","ARIANA 1 DEB","48260","ESA","210.09","23.02","10344","313","SMALL","0","1979-12-24",""
"1979-077J","COSMOS 1124 DEB","48259","CIS","706.45","65.41","38182","1613","MEDIUM","0","1979-08-28",""
"1977-047U","SL-6 DEB","48258","CIS","673.91","67.13","35357","2811","MEDIUM","0","1977-06-16",""
"2021-033K","OBJECT K","48257","PRC","93.91","97.31","550","381","LARGE","0","2021-04-27",""
"2021-033J","OBJECT J","48256","PRC","94.56","97.38","505","489","MEDIUM","0","2021-04-27",""
"2021-033H","OBJECT H","48255","PRC","94.61","97.39","509","491","MEDIUM","0","2021-04-27",""
"2021-033G","OBJECT G","48254","PRC","94.64","97.38","510","492","MEDIUM","0","2021-04-27",""
"2021-033F","OBJECT F","48253","PRC","94.64","97.39","510","492","LARGE","0","2021-04-27",""
"2021-033E","OBJECT E","48252","PRC","94.63","97.38","510","492","MEDIUM","0","2021-04-27",""
"2021-033D","OBJECT D","48251","PRC","94.62","97.39","509","491","LARGE","0","2021-04-27",""
"2021-033C","OBJECT C","48250","PRC","94.64","97.39","510","492","LARGE","0","2021-04-27",""
"2021-033B","OBJECT B","48249","PRC","94.62","97.39","511","490","MEDIUM","0","2021-04-27",""
"2021-033A","OBJECT A","48248","PRC","94.66","97.39","511","493","LARGE","0","2021-04-27",""
"2021-032A","USA 314","48247","US","","","","","","0","2021-04-26","NO INITIAL ELEMENTS"
"2011-037NW","FREGAT DEB","48246","CIS","114.03","51.02","1522","1301","SMALL","0","2011-07-18",""
"2021-031AM","ONEWEB-0217","48245","UK","109.55","87.90","1208","1204","LARGE","0","2021-04-25",""
"2021-031AL","ONEWEB-0200","48244","UK","109.55","87.90","1208","1204","LARGE","0","2021-04-25",""
"2021-031AK","ONEWEB-0208","48243","UK","109.55","87.90","1208","1204","LARGE","0","2021-04-25",""
"2021-031AJ","ONEWEB-0207","48242","UK","109.55","87.90","1207","1204","LARGE","0","2021-04-25",""
"2021-031AH","ONEWEB-0201","48241","UK","109.55","87.90","1207","1204","LARGE","0","2021-04-25",""
"2021-031AG","ONEWEB-0195","48240","UK","109.55","87.90","1208","1204","LARGE","0","2021-04-25",""
"2021-031AF","ONEWEB-0191","48239","UK","109.55","87.90","1207","1205","LARGE","0","2021-04-25",""
"2021-031AE","ONEWEB-0193","48238","UK","109.55","87.90","1207","1204","LARGE","0","2021-04-25",""
"2021-031AD","ONEWEB-0194","48237","UK","109.55","87.90","1207","1205","LARGE","0","2021-04-25",""
"2021-031AC","ONEWEB-0197","48236","UK","109.55","87.90","1207","1204","LARGE","0","2021-04-25",""
"2021-031AB","ONEWEB-0203","48235","UK","109.55","87.90","1207","1205","LARGE","0","2021-04-25",""
"2021-031AA","ONEWEB-0199","48234","UK","109.55","87.90","1207","1204","LARGE","0","2021-04-25",""
"2021-031Z","ONEWEB-0165","48233","UK","109.55","87.90","1208","1204","LARGE","0","2021-04-25",""
"2021-031Y","ONEWEB-0220","48232","UK","109.55","87.90","1208","1204","MEDIUM","0","2021-04-25",""
"2021-031X","ONEWEB-0188","48231","UK","109.55","87.90","1207","1204","LARGE","0","2021-04-25",""
"2021-031W","ONEWEB-0181","48230","UK","109.55","87.90","1207","1204","LARGE","0","2021-04-25",""
"2021-031V","ONEWEB-0186","48229","UK","109.55","87.90","1208","1204","LARGE","0","2021-04-25",""
"2021-031U","ONEWEB-0182","48228","UK","109.54","87.90","1210","1201","LARGE","0","2021-04-25",""
"2021-031T","ONEWEB-0206","48227","UK","109.55","87.90","1208","1204","LARGE","0","2021-04-25",""
"2021-031S","ONEWEB-0205","48226","UK","109.55","87.90","1207","1205","LARGE","0","2021-04-25",""
"2021-031R","ONEWEB-0204","48225","UK","109.55","87.89","1207","1205","LARGE","0","2021-04-25",""
"2021-031Q","ONEWEB-0202","48224","UK","109.54","87.90","1208","1203","LARGE","0","2021-04-25",""
"2021-031P","ONEWEB-0219","48223","UK","109.55","87.90","1207","1204","LARGE","0","2021-04-25",""
"2021-031N","ONEWEB-0192","48222","UK","109.55","87.90","1207","1204","LARGE","0","2021-04-25",""
"2021-031M","ONEWEB-0187","48221","UK","109.55","87.90","1207","1204","LARGE","0","2021-04-25",""
"2021-031L","ONEWEB-0185","48220","UK","109.55","87.90","1207","1204","LARGE","0","2021-04-25",""
"2021-031K","ONEWEB-0183","48219","UK","109.55","87.91","1208","1204","LARGE","0","2021-04-25",""
"2021-031J","ONEWEB-0196","48218","UK","109.55","87.90","1207","1205","MEDIUM","0","2021-04-25",""
"2021-031H","ONEWEB-0189","48217","UK","109.55","87.90","1208","1204","LARGE","0","2021-04-25",""
"2021-031G","ONEWEB-0198","48216","UK","109.55","87.90","1208","1204","MEDIUM","0","2021-04-25",""
"2021-031F","ONEWEB-0209","48215","UK","109.61","87.90","1211","1207","MEDIUM","0","2021-04-25",""
"2021-031E","ONEWEB-0218","48214","UK","109.54","87.90","1208","1204","LARGE","0","2021-04-25",""
"2021-031D","ONEWEB-0180","48213","UK","109.55","87.90","1207","1204","LARGE","0","2021-04-25",""
"2021-031C","ONEWEB-0179","48212","UK","109.55","87.90","1208","1204","LARGE","0","2021-04-25",""
"2021-031B","ONEWEB-0184","48211","UK","109.55","87.90","1207","1204","LARGE","0","2021-04-25",""
"2021-031A","ONEWEB-0176","48210","UK","109.55","87.90","1207","1204","LARGE","0","2021-04-25",""
"2021-030A","DRAGON ENDEAVOUR 2","48209","US","92.97","51.65","423","417","LARGE","0","2021-04-23",""
"2019-063AC","YUNHAI 1-02 DEB","48208","PRC","98.70","98.71","769","624","SMALL","0","2019-09-25",""
"2019-063AB","YUNHAI 1-02 DEB","48207","PRC","101.90","98.46","922","776","SMALL","0","2019-09-25",""
"2019-063AA","YUNHAI 1-02 DEB","48206","PRC","104.20","98.55","1136","778","SMALL","0","2019-09-25",""
"2019-063Z","YUNHAI 1-02 DEB","48205","PRC","103.27","98.40","1038","789","SMALL","0","2019-09-25",""
"2019-063Y","YUNHAI 1-02 DEB","48204","PRC","100.13","98.57","778","751","SMALL","0","2019-09-25",""
"2019-063X","YUNHAI 1-02 DEB","48203","PRC","102.30","98.59","1072","663","SMALL","0","2019-09-25",""
"2019-063W","YUNHAI 1-02 DEB","48202","PRC","101.64","98.57","892","780","SMALL","0","2019-09-25",""
"2019-063U","YUNHAI 1-02 DEB","48200","PRC","100.16","98.60","777","755","SMALL","0","2019-09-25",""
"2019-063S","YUNHAI 1-02 DEB","48198","PRC","102.58","98.64","979","783","SMALL","0","2019-09-25",""
"2019-063R","YUNHAI 1-02 DEB","48197","PRC","101.06","98.71","843","774","SMALL","0","2019-09-25",""
"2019-063Q","YUNHAI 1-02 DEB","48196","PRC","99.29","98.29","779","670","SMALL","0","2019-09-25",""
"2019-063N","YUNHAI 1-02 DEB","48194","PRC","100.14","98.63","793","737","SMALL","0","2019-09-25",""
"2019-063M","YUNHAI 1-02 DEB","48193","PRC","100.94","98.53","825","781","SMALL","0","2019-09-25",""
"2019-063L","YUNHAI 1-02 DEB","48192","PRC","100.44","98.54","782","777","SMALL","0","2019-09-25",""
"2019-063K","YUNHAI 1-02 DEB","48191","PRC","100.60","98.53","796","778","SMALL","0","2019-09-25",""
"2019-063J","YUNHAI 1-02 DEB","48190","PRC","100.19","98.59","786","749","SMALL","0","2019-09-25",""
"2019-063H","YUNHAI 1-02 DEB","48189","PRC","100.90","98.53","828","774","SMALL","0","2019-09-25",""
"2019-063G","YUNHAI 1-02 DEB","48188","PRC","99.53","98.53","760","713","MEDIUM","0","2019-09-25",""
"2019-063F","YUNHAI 1-02 DEB","48187","PRC","99.41","98.61","750","711","SMALL","0","2019-09-25",""
